Gene_name,stat
Hyou1,1.463
Tbl1x,1.462
Brf1,1.461
Grsf1,1.461
Mrrf,1.461
Pdcl2,1.461
Kcnj8,1.46
Naip1,1.46
Tmem132b,1.46
Matr3,1.459
Uchl4,1.458
Rgl2,1.457
Rsph3b,1.457
Cd81,1.456
Elapor2,1.456
Smpd2,1.456
Akr1a1,1.455
Lypd6,1.455
Nme7,1.455
Vtcn1,1.455
Slc8a3,1.454
Sp100,1.454
Trem2,1.454
Gm14124,1.452
Abca17,1.451
Alg14,1.45
Pigu,1.45
Nlrp4e,1.449
Fut8,1.448
Zfp74,1.448
Ntsr2,1.447
St7l,1.447
Gsta2,1.445
Aim2,1.444
Aurkaip1,1.444
Mthfsl,1.444
Ap2a1,1.443
2310030G06Rik,1.442
Pcdh20,1.442
Vmn1r44,1.442
Dph7,1.441
Rims3,1.441
Cysrt1,1.44
Scg5,1.44
Trib1,1.44
Tsacc,1.44
Paip2b,1.439
Capns1,1.437
Med25,1.437
Ei24,1.436
Larp6,1.436
Slc25a20,1.435
Tnrc18,1.435
Eef1a2,1.434
Hook1,1.434
Rspo2,1.434
Terf2ip,1.434
Gm14569,1.433
Ifngr1,1.433
Agtpbp1,1.432
Zfp60,1.432
Fbxl8,1.431
Cdr2,1.43
Fbxl7,1.43
Pak6,1.43
Bbc3,1.429
Olfr1261,1.429
Bhmt2,1.428
Bicc1,1.428
Efcab1,1.428
Slc12a7,1.428
Psme2b,1.427
Ranbp6,1.427
Rnf138,1.427
Rrm1,1.427
Dock8,1.426
Triobp,1.426
D630045J12Rik,1.425
Rnf103,1.425
Lrp10,1.423
Ufd1,1.421
Pan2,1.419
Ap1ar,1.418
Slco1a6,1.417
Atpaf1,1.416
Rnf14,1.416
Trim68,1.416
Aplnr,1.415
Spg11,1.415
Fbxo30,1.414
Golph3,1.414
Mcrip1,1.414
Tex15,1.414
Gck,1.413
Pcdhgb8,1.413
Ugt2b34,1.413
Ndufaf3,1.412
Tusc1,1.412
Gm14305,1.409
Itpka,1.409
Ptpn11,1.407
Vps53,1.406
Phospho1,1.405
Elk1,1.404
Sin3b,1.402
Grb10,1.401
Irgq,1.401
Zfp267,1.401
Zmiz2,1.4
Adss,1.399
Brcc3,1.399
Scamp3,1.399
Keap1,1.398
Lpcat2b,1.398
Dgka,1.397
Stpg3,1.397
Nfatc2ip,1.396
Rnase1,1.396
Gm14418,1.395
Mbd4,1.395
Nsmf,1.395
Slc25a4,1.395
Spcs3,1.395
Vps37d,1.395
Nucb2,1.394
Ccl27a,1.393
Zfp979,1.393
Cfap74,1.392
Spata24,1.392
Gja6,1.391
P2ry14,1.391
Gabpb2,1.389
Map3k2,1.389
Card10,1.388
Smarcd1,1.388
Sh3bgrl3,1.387
Spryd7,1.387
Cln3,1.385
Nsun7,1.385
Tmem203,1.385
Cyrib,1.384
Lsm10,1.384
Mtfmt,1.384
1810055G02Rik,1.382
Nrtn,1.381
Xrcc1,1.381
Card14,1.38
H2bc13,1.38
Ebf1,1.377
Neurl2,1.377
Tcaim,1.376
Tut4,1.376
Ubxn8,1.376
Ptgfr,1.375
Hnf1b,1.373
Cep135,1.372
Ctr9,1.372
Gucy1b2,1.372
Gucy2f,1.372
Rnf135,1.371
Col6a4,1.37
Khsrp,1.37
Nid1,1.37
1190007I07Rik,1.368
Gls2,1.368
Serp2,1.368
Tceanc2,1.368
Tmem185b,1.368
Trappc14,1.368
Fnta,1.367
Pak3,1.367
Cfap43,1.366
Cryab,1.366
Rasa2,1.366
Zfp493,1.366
Lrig3,1.365
Hebp1,1.364
Chrna3,1.363
Slc9a9,1.363
Ffar4,1.362
Itih3,1.362
Leprot,1.362
Mob1a,1.362
Ttc32,1.362
Gabrr2,1.361
Zbtb24,1.361
Cry2,1.36
Washc5,1.359
Armcx2,1.358
Noc4l,1.357
Slc7a6,1.357
Clk4,1.356
Tfe3,1.356
Zfp953,1.356
Rhbdl2,1.355
Rnf38,1.355
S100g,1.355
Slc5a5,1.355
Grk2,1.354
Tamm41,1.353
Gdap1l1,1.352
Rab4b,1.352
Rfx7,1.352
Nat1,1.351
Cit,1.35
Dpm3,1.35
Ddo,1.349
Naip2,1.349
Rbm11,1.349
Washc1,1.349
Cklf,1.348
Emc8,1.348
Tmtc3,1.347
Ncdn,1.346
Fut9,1.345
Swi5,1.344
Zfp182,1.344
Apmap,1.343
Ccz1,1.343
Mib1,1.343
Mroh2a,1.343
Large2,1.342
Slc25a38,1.341
Fer1l5,1.34
Mcfd2,1.34
Zc3h11a,1.34
BC048507,1.337
Ctsg,1.337
Dgki,1.337
Rspo3,1.337
Vegfa,1.337
Vim,1.337
Tagln3,1.336
Lrsam1,1.334
Ssbp4,1.334
Magix,1.333
Cd59b,1.332
Lck,1.332
Lrrc29,1.332
Tead1,1.332
Col5a3,1.331
Mdh1b,1.331
Saa2,1.331
Spata6l,1.33
Tmem126b,1.33
Efcab2,1.329
Fam72a,1.329
Inpp1,1.329
Nr2c2,1.329
Bbs10,1.328
Cd63,1.328
Cpa6,1.327
Kif21a,1.327
Tmem128,1.327
Pir,1.326
Pilra,1.324
Hrc,1.323
Sh3rf2,1.323
Cltb,1.322
Gstm7,1.322
Rasl10b,1.322
Wt1,1.322
Arhgef6,1.321
Scfd2,1.321
Cfap299,1.32
Cmc4,1.32
Gpr34,1.32
Tdrd5,1.32
Cps1,1.319
Smarcal1,1.319
Ifnar1,1.318
Tmem156,1.318
Zfp933,1.317
Zfp970,1.313
Cep44,1.312
Lyve1,1.312
Ncbp2,1.311
Gcc1,1.309
Gpr15,1.309
Hnrnph2,1.309
Rbm43,1.309
Wasf1,1.308
Zfp746,1.308
Adh1,1.307
Bdh1,1.307
Defb41,1.307
Ogg1,1.307
Satl1,1.306
Meis1,1.305
Msra,1.305
Tmem45a2,1.305
Uhrf2,1.305
Mtarc2,1.304
Phc3,1.304
Mysm1,1.303
Ric8b,1.302
Tstd1,1.301
Armh3,1.3
Gm9844,1.3
Nbas,1.3
Cdin1,1.299
Notch4,1.299
Usp18,1.299
Rab6a,1.297
Senp6,1.297
Gm9774,1.296
Ankrd26,1.295
Cpt1b,1.294
Pcdhb9,1.294
4930447C04Rik,1.293
Coq6,1.293
Fcna,1.293
Zfp799,1.293
Cr1l,1.292
Smurf2,1.292
Spag4,1.292
Wee1,1.292
Scnn1b,1.291
Smco4,1.291
Fam20b,1.29
Clhc1,1.289
Def6,1.289
Spin2c,1.289
Cand2,1.288
Efhb,1.288
Tmem250-ps,1.288
Dppa4,1.287
Prox2,1.287
Rad51b,1.285
Tmem177,1.285
Pcdhb18,1.284
Prrt3,1.283
Ndufb11,1.279
Zkscan16,1.279
Arl14epl,1.278
Dctn3,1.278
Kcnq5,1.278
Sp3,1.278
Cdk19,1.277
Gde1,1.277
Pbld2,1.277
Pkig,1.277
Ppil6,1.277
Clec2d,1.276
Dhdds,1.276
Foxd2,1.275
Lnpep,1.275
Nkap,1.274
Tmem131l,1.273
Leng9,1.272
Ost4,1.271
Rslcan18,1.271
Acsf3,1.27
Atp6v1g2,1.27
Dennd6a,1.27
Mdm1,1.269
Myo3b,1.269
Zfp358,1.269
2610318N02Rik,1.268
Ccl9,1.268
Tmem8b,1.268
Pik3r4,1.267
Alox12b,1.266
Amot,1.266
Zfp426,1.266
Nrd1,1.265
Swsap1,1.265
Cfap221,1.264
Zfp865,1.264
Zfp37,1.263
Pnkd,1.261
Rnase10,1.261
Flacc1,1.26
Lrrc23,1.26
Map3k13,1.26
Mpeg1,1.26
Pex6,1.259
Tmem41a,1.259
Iqch,1.258
Ccdc3,1.257
Hax1,1.257
Sh3tc2,1.257
Cdk16,1.256
Slc26a10,1.256
Zfp688,1.255
Krt17,1.254
Ltc4s,1.254
Pacs1,1.254
Rmnd5a,1.254
Zfp329,1.254
Fndc3b,1.253
Pfkfb1,1.253
Ass1,1.252
1600014C23Rik,1.251
Agmo,1.25
Pcbp3,1.25
Orm3,1.248
Pax3,1.248
Brinp2,1.247
Ramac,1.247
Exosc7,1.246
Zfp446,1.246
Ncbp3,1.245
Caap1,1.244
Gng13,1.244
Rab18,1.244
Dtnbp1,1.243
Cmtr1,1.242
Erich1,1.242
Hoxb6,1.242
Lekr1,1.242
Sncb,1.241
Cd164,1.24
St14,1.24
Jam3,1.239
Mgat4e,1.239
1700011L22Rik,1.238
Osbpl2,1.238
Prkab1,1.238
Dnali1,1.237
Fgf5,1.237
2700062C07Rik,1.236
Itgb3bp,1.235
Manf,1.235
Prkag1,1.235
Pkd1,1.234
Tlr9,1.234
Tex38,1.233
Enkd1,1.232
Erich3,1.231
C2cd4c,1.23
Dcbld2,1.23
H2-Q7,1.23
Ubqln2,1.23
Styxl1,1.227
Txnrd2,1.227
Cyp39a1,1.226
Lats1,1.226
Lrrc19,1.225
Zfp870,1.225
Acer3,1.224
Mia3,1.224
Depdc5,1.223
Gm7030,1.223
Magi2,1.222
Tm2d2,1.222
Ankrd10,1.221
Hoxa11,1.221
Pctp,1.22
Pkp2,1.22
Tcea2,1.219
Trim39,1.219
Zfp39,1.219
Ankrd13c,1.218
Mal2,1.218
Adat1,1.217
Gm5617,1.217
Stard5,1.217
Immp1l,1.215
Kics2,1.214
Prkd1,1.213
Thap4,1.213
Egfl7,1.212
Ssc4d,1.212
Syt1,1.211
Adipoq,1.21
Klf3,1.209
Adamtsl2,1.208
Trim14,1.208
Acsbg2,1.207
Mfsd10,1.207
Lrp6,1.206
Rabgap1,1.206
Hnf4a,1.205
Zfp808,1.205
Fundc2,1.203
Otub1,1.202
Reep4,1.202
Rerg,1.202
2810459M11Rik,1.201
Sdr42e1,1.201
Htr7,1.2
Pdcd10,1.2
Zfp977,1.199
Aftph,1.198
Mill2,1.198
Lpxn,1.197
Zfp607a,1.197
Creld2,1.195
Dpy19l4,1.195
Ubiad1,1.193
Aktip,1.191
Cep162,1.191
Serf1,1.191
Ccdc167,1.188
Oaz1,1.188
Gm49395,1.187
Fam120a,1.186
Tdo2,1.186
Mlf1,1.185
Sbspon,1.185
Cabin1,1.184
Zgpat,1.184
Cd27,1.183
Prss50,1.182
Tjp2,1.182
Fam193b,1.181
Krtap1-5,1.179
Mlxip,1.179
Glud1,1.178
Hoxc5,1.178
Cobll1,1.177
Nipal2,1.177
Zfp950,1.176
1810065E05Rik,1.175
Gm14443,1.174
Smco2,1.174
Sync,1.174
Cdhr5,1.173
1700017B05Rik,1.172
Abcc10,1.172
Lrrc28,1.172
Sik2,1.172
Wiz,1.172
Twf2,1.17
Dapk1,1.169
Serpinb9h,1.169
Capn9,1.168
Dnajc22,1.168
Foxred1,1.167
Pkd1l3,1.165
Gper1,1.164
Dcx,1.163
Leng8,1.163
Nectin1,1.163
Zfp972,1.163
Csnk2a2,1.162
Htr4,1.162
Pm20d2,1.162
Slc39a1,1.162
Zfp119a,1.162
Plg,1.158
D130040H23Rik,1.157
Iqck,1.157
Tmem101,1.157
Mapk14,1.156
Otoa,1.155
Cyp3a13,1.154
Nudt15,1.153
Tma7,1.153
Marf1,1.152
Prtn3,1.152
Gsta5,1.151
Nt5c,1.151
Fam71f2,1.149
Fis1,1.149
Gja10,1.149
Msh3,1.149
Stk35,1.149
Dnajc17,1.148
Kcnu1,1.148
Acaa1b,1.147
Akap8l,1.147
Rab39b,1.147
Tada2b,1.147
Bloc1s3,1.145
Mtmr7,1.145
Ppp1r3f,1.145
Epn1,1.143
Nfasc,1.143
Ramp2,1.143
Tert,1.143
Zfp963,1.141
Gtf2ird2,1.14
Mfsd5,1.14
Pnisr,1.14
Soga1,1.14
Cenpp,1.138
Ccny,1.137
Cfap54,1.137
Ifng,1.137
Arl13a,1.135
Gtf2i,1.135
Isg15,1.135
Mtg1,1.135
Anapc5,1.134
Gpr17,1.133
Clrn3,1.132
Ern1,1.132
Psenen,1.132
Slc25a53,1.132
Adal,1.131
Dhrs4,1.13
Acsl5,1.126
Nat14,1.126
2300009A05Rik,1.125
Tada2a,1.124
Ccdc87,1.123
Mtx1,1.123
Srbd1,1.123
Bcs1l,1.122
Dazl,1.122
Hoxa6,1.122
Lpar1,1.122
Dynlt4,1.119
Mterf1b,1.119
Sox12,1.119
Zfp772,1.119
Emc10,1.118
Prickle4,1.118
Serpina3i,1.118
Zfp654,1.118
Ube2n,1.117
Gm2411,1.116
Gm35339,1.116
Olfr544,1.116
Zfp771,1.115
Layn,1.113
Dnajc30,1.112
Tnrc6c,1.112
Zfp952,1.112
Lrp12,1.111
Cela1,1.11
Lefty1,1.11
Snx20,1.11
Hoxa5,1.109
Tmem196,1.109
Tdrd6,1.108
Il36g,1.107
Zmpste24,1.107
Fam168b,1.106
Gm11213,1.106
Gba,1.105
Haus7,1.105
Lipt2,1.105
H2bc18,1.104
Olfr920,1.104
Qpctl,1.104
Il1r2,1.103
Bckdhb,1.102
Ndufa13,1.102
Odaph,1.101
Abcc12,1.1
Ethe1,1.1
Gm4724,1.1
Samhd1,1.1
Raet1d,1.099
Cdip1,1.098
Dqx1,1.098
2610008E11Rik,1.097
Ankrd24,1.097
Clip1,1.097
Pth2r,1.097
Slain2,1.096
Zfp940,1.094
Apobr,1.093
Il23r,1.093
Nat8f1,1.093
Zfp560,1.093
Abca12,1.091
Hepacam2,1.09
Rbak,1.09
Amt,1.089
Arl1,1.088
Mfn2,1.086
Onecut1,1.086
Ankrd27,1.085
Mocs1,1.085
Rangrf,1.084
Npl,1.083
Xlr3b,1.083
Zbed3,1.083
Batf,1.082
Dsc1,1.082
Arl16,1.081
Dctn2,1.081
Igfals,1.081
Nfix,1.081
Zfp605,1.081
Cstf2,1.08
E030018B13Rik,1.08
Nfat5,1.08
Ptafr,1.078
Serpina9,1.078
Tkt,1.078
Enc1,1.077
Hic1,1.077
Irf1,1.074
Klhl29,1.074
Vps52,1.072
Zfp947,1.072
Gcdh,1.071
Gpr137b,1.07
Aipl1,1.069
Mff,1.069
Shoc1,1.069
Tdrd12,1.068
Chchd10,1.067
Csde1,1.067
Frmd4b,1.066
Med30,1.065
Nudt1,1.065
Rap1gds1,1.065
Thy1,1.065
Lims1,1.064
Lrrc20,1.063
Slc25a36,1.063
Vps13c,1.063
Ccdc125,1.062
Ezh1,1.062
Gm19935,1.062
4933416I08Rik,1.061
Baz2a,1.061
Exoc6,1.061
Zfp652,1.059
Ccdc97,1.058
Cnih2,1.058
Pde8b,1.058
Tmed2,1.058
Adgrg6,1.057
Maneal,1.057
Mitf,1.057
Zfp551,1.057
Bicra,1.054
Ndufa3,1.054
Klhl38,1.053
Zbtb42,1.053
Cdc42se1,1.052
Daam1,1.052
Tmem50a,1.052
Sf3b2,1.051
Rho,1.049
Tmem39a,1.049
Arpc5,1.048
Hspa13,1.048
Ism2,1.048
Pnma8a,1.048
Arsi,1.047
Efhc2,1.046
Calr,1.044
Gm37419,1.044
Nanp,1.044
Rbp4,1.044
Tnfrsf14,1.044
Alas1,1.043
Krt222,1.043
Nt5c3b,1.043
Pde1a,1.043
Tmprss9,1.043
Tssk6,1.043
Angptl1,1.042
Dda1,1.042
Itch,1.042
Pcdhga7,1.042
Ptprr,1.042
Col17a1,1.041
4933405L10Rik,1.04
Mpzl1,1.04
Col2a1,1.039
Npm2,1.039
Tulp2,1.039
Pcyt1a,1.038
Nts,1.037
Podxl,1.037
Sox15,1.037
Eola1,1.036
Gm36210,1.036
Zfp1,1.036
Cldn4,1.035
Zfp597,1.035
Dvl2,1.031
Hal,1.031
Rgs3,1.031
Btnl10,1.03
Gm8797,1.03
Phf7,1.03
Adam22,1.029
Crb3,1.029
Csf1r,1.029
Dnhd1,1.028
Nsun6,1.028
Rab1a,1.028
Scoc,1.028
Zbtb12,1.028
Arhgap35,1.027
Necab3,1.025
Tnrc6a,1.025
Vmn2r78,1.025
Amigo3,1.022
Dhx35,1.022
Ifnar2,1.022
Mrpl43,1.022
Slc25a19,1.022
Usp50,1.022
Bloc1s1,1.021
Uts2,1.021
Pfdn5,1.02
Gm28374,1.018
Hdac7,1.018
Ica1l,1.016
Clec10a,1.015
Dusp3,1.015
Hoxa2,1.013
Ccdc184,1.012
Lysmd1,1.012
Polr2l,1.012
Ttc13,1.012
Unkl,1.012
Zfp821,1.012
Cox20,1.01
Fkbp8,1.01
Gemin8,1.01
Akr1c13,1.009
Faah,1.009
Myf6,1.008
Ptpa,1.008
Tcp10b,1.008
Them4,1.008
Iqca,1.007
Zbed6,1.006
Ctdsp2,1.004
Spata17,1.004
Sis,1.003
Zmat2,1.003
4930579F01Rik,1.002
BC049715,1.002
Gnat2,1.002
Proc,1.002
D11Wsu47e,1
Pitx1,1
Azin1,0.999
Lbp,0.999
Mtrf1,0.999
Phtf2,0.999
Il15,0.998
Zfp318,0.998
Cd1d1,0.997
Kcnk4,0.997
Phip,0.997
Rexo5,0.997
Sdhaf2,0.997
Mtr,0.996
Wasf2,0.995
Mgat2,0.993
Trappc13,0.993
Vps45,0.992
Cdkn2d,0.991
Ifi27l2a,0.991
Kyat1,0.991
Nxf1,0.991
Dpy30,0.99
Shc2,0.99
Shisa7,0.99
A630023A22Rik,0.989
Casp4,0.989
Pcdhga12,0.989
Tmem80,0.989
Ddx5,0.987
Kcnq1,0.986
Tssk1,0.985
Kif17,0.984
Lrrd1,0.984
Armcx5,0.982
Clptm1,0.982
D030056L22Rik,0.982
4933411K16Rik,0.981
Fam189a1,0.979
Tmem44,0.978
Tmem60,0.978
Hhatl,0.977
Synj2bp,0.977
Glo1,0.976
Mboat4,0.976
Sf3b5,0.976
Lrp1b,0.975
Stk11,0.974
Zfp13,0.974
Gtpbp10,0.973
Gli2,0.972
Zmynd10,0.972
Gm20449,0.971
Rnf207,0.971
Igsf10,0.97
Trpm4,0.969
Gm3839,0.968
Pdzd3,0.968
Rell2,0.968
Zfp768,0.968
Entpd1,0.966
Max,0.966
Spta1,0.966
Cwf19l2,0.965
Vwf,0.965
Wdfy1,0.965
Zfp729a,0.965
Dgkz,0.964
Klhl9,0.964
Malrd1,0.964
Pcp4l1,0.964
Rgsl1,0.964
Mndal,0.963
Tpm3,0.963
Sod2,0.962
4930550C14Rik,0.961
Arglu1,0.961
Fgb,0.961
Oxct1,0.96
Atg9a,0.959
Fbxw11,0.959
Plod3,0.959
Slc19a1,0.959
Vmn2r87,0.959
Prkar1b,0.958
Igf2r,0.957
Cux1,0.956
Foxf1,0.955
Rprd1a,0.954
Spidr,0.954
Tmed1,0.953
Maml2,0.952
Mkrn2os,0.952
Ppef1,0.952
Klf1,0.951
Ltbr,0.951
Megf8,0.951
Tbx18,0.951
Ydjc,0.951
Gm10643,0.95
Hps4,0.948
Bloc1s6,0.947
Cfap99,0.947
Lrp3,0.947
Rnft2,0.946
Kmo,0.945
Rpl10-ps3,0.945
Nsmce1,0.944
Pappa2,0.944
Igf2bp2,0.943
Slc29a4,0.943
Sfrp4,0.942
Eif1ad11,0.941
Gm11437,0.94
Tecrl,0.939
Gm13547,0.938
Gm35315,0.938
Tnfsf18,0.938
Zdhhc16,0.938
Zfp595,0.937
Fancm,0.936
Tmem63c,0.936
Tmprss11f,0.936
Prss46,0.935
Bche,0.934
Gm960,0.934
Fbf1,0.933
Mfrp,0.932
Gm17067,0.93
Hacl1,0.93
Susd5,0.93
Aff2,0.929
Sohlh1,0.929
Bmpr1a,0.928
Skiv2l,0.928
Babam1,0.927
Tceal3,0.927
Gm14410,0.926
Mprip,0.926
Bmerb1,0.925
Mterf2,0.924
Prr15l,0.924
Gm8909,0.923
Ndufa7,0.923
Numa1,0.923
AW554918,0.922
Nagpa,0.922
Dhx30,0.92
Hvcn1,0.92
6430571L13Rik,0.919
Rpap2,0.919
Spata45,0.919
Trim43a,0.918
Zcchc17,0.918
Mmp16,0.917
Smim22,0.917
2700097O09Rik,0.916
Il23a,0.916
Slc16a12,0.916
Edem3,0.915
Ptpro,0.915
Socs2,0.915
Col4a4,0.914
Ppwd1,0.914
Ccdc89,0.913
Glyr1,0.913
Pcdhb15,0.912
Zscan2,0.91
Gjc2,0.907
Fut2,0.906
1700017N19Rik,0.905
Cpne4,0.905
Ice2,0.905
Mcpt4,0.905
Crip3,0.904
Sox30,0.904
Thegl,0.904
Wee2,0.904
Myod1,0.903
Slfn14,0.903
Vapb,0.903
Fsbp,0.902
Ten1,0.902
Ccdc34,0.901
Degs2,0.901
Mrps18c,0.901
Psd4,0.901
Tmem216,0.901
Ddr1,0.9
Etfdh,0.9
Usp46,0.9
Strap,0.898
Atp6v1b2,0.897
Zfp91,0.897
Arhgef3,0.896
Eid1,0.896
Bmpr1b,0.895
Vsnl1,0.895
Ldah,0.894
Slc39a7,0.894
Tacr3,0.893
Emc1,0.892
Trim43b,0.892
Unk,0.892
Vwa7,0.892
Aldh1a3,0.891
Ccp110,0.89
Naa80,0.889
Psmb1,0.889
Rfc1,0.888
Tarsl2,0.888
Zkscan5,0.888
Gpcpd1,0.887
Mrps21,0.887
Gm8126,0.886
Mrpl40,0.886
Slc38a6,0.886
Atg2a,0.885
Krtcap2,0.884
Tph2,0.884
Cep57l1,0.883
Chtf8,0.883
Clip2,0.883
Npat,0.883
Dkk3,0.881
Minpp1,0.881
Setd7,0.881
4833439L19Rik,0.88
Lgr5,0.88
Myh15,0.88
Zfp260,0.88
Dnah7b,0.879
Gm43518,0.879
Zfp78,0.879
Hmbox1,0.878
Spaca5,0.878
Abcc2,0.877
Casc1,0.876
Dclre1c,0.876
Pdcd6,0.876
Tmem255b,0.876
Xndc1,0.876
Zfp87,0.876
Fads1,0.874
Gm3646,0.874
Impg2,0.874
AI182371,0.873
Gm38392,0.873
Helq,0.873
Myl12b,0.873
Tmed6,0.872
Vegfc,0.872
Gpr75,0.871
Ccdc28b,0.87
Apba3,0.869
Col4a2,0.869
Sec31a,0.869
1700034E13Rik,0.868
Cav1,0.867
Med31,0.867
Ndufb1,0.867
Cyp17a1,0.866
Foxq1,0.866
Srrd,0.866
Tsn,0.866
Itpripl2,0.865
Birc3,0.864
Ccdc78,0.864
Fgfr2,0.863
Wfdc3,0.863
Zfp268,0.863
Zfp433,0.863
Col8a1,0.862
Mvp,0.862
Add1,0.861
Smbd1,0.86
Tsen15,0.86
Gas8,0.859
Olfr1259,0.859
Alox12,0.858
Dnah6,0.858
Gm609,0.858
Supt7l,0.857
Lax1,0.856
Naxd,0.855
Pggt1b,0.855
Zfp229,0.855
Ap3b2,0.853
Tuft1,0.853
Bmper,0.852
Afap1,0.851
Ppp3r1,0.85
Chd9,0.849
Hpgd,0.849
Htr6,0.849
Ostn,0.849
Gmcl1,0.848
Socs4,0.848
Napa,0.847
Rnf6,0.847
Cttnbp2nl,0.845
Pcdhga9,0.845
Dmac1,0.844
Pam16l,0.844
Ttc6,0.844
Zic2,0.844
Vsig10l,0.843
Sectm1a,0.842
Fam149a,0.84
Ddc,0.839
Dnah14,0.839
Parp2,0.839
Wnk1,0.839
Gja8,0.838
Gnb2,0.837
Il11ra1,0.837
Kprp,0.837
Cyb561d1,0.836
Trmt11,0.836
Ank3,0.835
Mrc2,0.834
Cep295nl,0.833
Pcdhb16,0.832
Dpep2,0.832
Bace2,0.831
Colgalt1,0.83
Rnf43,0.83
Uvssa,0.83
1700034J05Rik,0.829
Scg2,0.829
Sall2,0.828
Vmn2r29,0.828
Ces1d,0.827
Gm10775,0.827
Hinfp,0.827
Rhoj,0.827
Rnf208,0.827
Mroh8,0.826
Cisd2,0.825
Hsd17b14,0.824
Myo1g,0.824
Eef1akmt2,0.823
Stx4a,0.823
Myg1,0.822
Osbpl6,0.822
Snai1,0.822
Amn1,0.821
Zfp683,0.821
Nisch,0.82
Thoc7,0.82
Ash2l,0.818
Nipal4,0.818
A630001G21Rik,0.816
Gm21954,0.816
Tm9sf3,0.816
Garnl3,0.815
Gpx4,0.815
Slc10a3,0.815
Ncoa1,0.814
Ugt1a6a,0.814
Klk1b8,0.813
Gm26897,0.811
Paip1,0.811
Crlf2,0.81
Vps25,0.81
Ccdc92b,0.809
Gp1ba,0.809
Grhl1,0.809
Hilpda,0.809
Egr4,0.808
Cisd1,0.807
Txndc2,0.807
Hba-a1,0.805
Fyb,0.804
Trpm7,0.804
Ccdc77,0.803
Diablo,0.802
Gpr180,0.802
Meis3,0.802
Nsmce2,0.801
Usp15,0.801
Zfp90,0.801
Kcnv2,0.8
Btn2a2,0.799
Zfp423,0.799
Lgr4,0.798
Mapk10,0.798
Stac,0.798
Sytl4,0.798
Tssk4,0.798
Yif1b,0.798
Gm14419,0.797
Uba2,0.797
Wdr5b,0.797
Sdhaf4,0.796
Tank,0.796
Ybey,0.796
Serpina16,0.795
Gm15217,0.794
Smim12,0.794
Tmem59l,0.792
Armc2,0.791
Mybphl,0.789
Pcyt1b,0.788
Lrrc8e,0.787
Sar1b,0.787
Rasl11a,0.786
Zfp738,0.786
Znhit6,0.786
Abhd17b,0.784
Cstl1,0.784
Cyp2s1,0.784
Dgat1,0.784
Gm9903,0.784
Map3k10,0.784
Tcf7,0.784
Uggt1,0.784
Cacng8,0.783
Gal3st2b,0.783
Hmgcl,0.782
Pibf1,0.782
Wtip,0.782
Hsd17b1,0.781
Ap5s1,0.78
Hsp90ab1,0.78
Slc15a1,0.78
Arhgef12,0.779
Gm35549,0.779
Srsf6,0.779
Plaat1,0.778
Uhrf1bp1l,0.777
Bcas2,0.776
Zswim3,0.776
1700034I23Rik,0.774
Gdpgp1,0.774
Nek3,0.774
Qars,0.774
Rgs13,0.774
Fscn3,0.773
H1f6,0.773
Myo5c,0.773
Rpap3,0.773
Lmx1b,0.772
Tnfsf4,0.772
Fhit,0.771
Zfp773,0.771
Lsr,0.77
Raver2,0.77
Nipsnap3b,0.768
Polr2b,0.767
AY074887,0.766
Lrrc40,0.766
Ppm1a,0.766
Rnf31,0.766
Slc16a7,0.766
Ccdc60,0.763
Stxbp6,0.763
Tekt2,0.763
H2ac4,0.762
Ppt2,0.762
Cabyr,0.76
Gm28557,0.76
Kdm1a,0.76
Eif4ebp3,0.759
Slc13a5,0.759
Sp7,0.759
Drosha,0.758
Sec61a1,0.758
Tnfrsf1b,0.758
Crnkl1,0.757
Ralgapb,0.757
Rap1a,0.757
Zfp418,0.757
Gucy2e,0.756
Klf13,0.755
Top3b,0.755
Dzip1l,0.754
Gnl1,0.754
Mllt6,0.754
Prl3d2,0.754
Srrm1,0.753
Poln,0.752
Rbm8a2,0.752
Gm16867,0.751
Ldb2,0.751
Rp9,0.751
Adrb3,0.75
Liph,0.75
Wbp1l,0.75
Nt5c1b,0.749
Det1,0.748
Klf11,0.748
Ankrd61,0.747
Gm14409,0.747
Cngb3,0.746
Coa6,0.745
Arhgef40,0.744
Cela3b,0.744
Gm3468,0.744
Ina,0.743
Nbea,0.743
Ndufa8,0.743
Prss36,0.743
Rnf39,0.743
Znhit2,0.742
Dxo,0.741
Gatc,0.741
Zkscan6,0.741
Krtcap3,0.74
Atp6v1e1,0.738
Cdc26,0.738
Tymp,0.738
Cnga1,0.737
Galk1,0.737
Tfap2a,0.737
Cpxm1,0.736
Oas1c,0.736
Rnf10,0.736
Slc35e3,0.736
Rxrb,0.735
Zfp69,0.735
Abi3,0.734
Sipa1l1,0.734
1700066M21Rik,0.733
E430018J23Rik,0.733
Map2k5,0.733
Bik,0.732
Arl6ip4,0.731
Camk4,0.731
Cep128,0.731
Srd5a1,0.731
Tlx2,0.73
Saysd1,0.729
Coq10a,0.727
Gimap8,0.727
Gm19684,0.727
Golgb1,0.727
Ipcef1,0.727
Tom1,0.727
Zswim5,0.727
Alx3,0.726
Ap1s3,0.726
Tnf,0.726
Slc6a5,0.725
Vnn3,0.725
Spata4,0.724
Zfp599,0.724
Fign,0.723
Lztr1,0.723
Slc10a6,0.723
Tpte,0.723
Tspear,0.723
Zfp536,0.723
Ankrd45,0.722
Slc17a4,0.722
Atxn2l,0.721
