Gene_name,stat
Eprs,1.256
Irf7,1.256
Cyb5r3,1.255
Slc39a6,1.255
Zfp955a,1.255
Hnrnph2,1.254
Cyb561d2,1.252
Mrpl9,1.252
H2ac7,1.251
Krcc1,1.251
Cox4i1,1.25
Kcnq5,1.25
Got1,1.249
Neurl4,1.249
Serinc1,1.249
1700001O22Rik,1.248
Homer2,1.248
Nfkbid,1.246
Rmdn2,1.245
Ap3m2,1.243
Dgka,1.243
Dpp9,1.242
Rhbdd3,1.242
Atp6v0e,1.241
Catsper4,1.241
Mpg,1.241
Birc2,1.24
Olfr1279,1.239
Map3k14,1.238
Nos1ap,1.238
Brat1,1.237
Olfr482,1.236
Cog8,1.235
Odf3l2,1.235
Chmp5,1.234
Usp17la,1.234
Cenpx,1.232
Tox4,1.232
Cox6a1,1.231
Hps1,1.231
Mtmr11,1.23
Ppp1r12c,1.229
Apod,1.228
Dusp4,1.228
Map3k13,1.228
Mlh3,1.228
Zfp975,1.228
Elovl5,1.227
Zfp943,1.227
Barx2,1.225
Acads,1.223
Ptov1,1.222
Grid1,1.22
Hp1bp3,1.219
Defb41,1.218
Ndufs4,1.218
Ulk1,1.218
Tbck,1.217
Cldn3,1.216
Stk38l,1.216
Mkrn2,1.215
Smim43,1.215
Npc1,1.214
Dnm2,1.212
Zic2,1.212
Appl1,1.211
H3c6,1.211
Ropn1l,1.211
St3gal3,1.211
Nisch,1.209
Pter,1.209
H2bc11,1.208
Sh3tc2,1.208
Amdhd2,1.207
Dop1a,1.207
Tmem63c,1.206
Ccdc84,1.205
Pla2g3,1.205
Cldn23,1.204
Dok3,1.204
Angptl8,1.203
Zfp329,1.203
3830403N18Rik,1.202
Ccdc87,1.202
Fgf22,1.202
Nectin2,1.202
Tex26,1.202
Fam83c,1.201
Slc9a8,1.2
C2,1.199
Itpka,1.199
Akr1c12,1.198
Nprl3,1.198
Rad51d,1.198
Vmac,1.198
Mbd6,1.197
Retsat,1.197
Gcnt3,1.196
Hes7,1.196
Fut4,1.195
Igsf11,1.195
Nabp2,1.195
Srp9,1.195
Shld3,1.194
Tars2,1.194
Cyp4f13,1.193
Satl1,1.193
Unc13d,1.191
Fam186b,1.19
Ppif,1.19
Gtf2h5,1.189
Ttc41,1.189
Ufd1,1.189
Rnf222,1.188
Armcx1,1.187
Gm5617,1.186
Tmem91,1.186
Tfrc,1.185
Tmem100,1.184
Fcna,1.183
Ptdss2,1.183
Crip1,1.182
H2ac13,1.182
Tmc5,1.181
Odad3,1.18
Pate2,1.179
Zfp593,1.179
Pitpna,1.178
Sftpb,1.178
Dus1l,1.177
Efnb3,1.176
Setd5,1.176
Plin5,1.175
Tekt2,1.175
Ube4b,1.175
Pheta2,1.174
Sdf4,1.174
1700092M07Rik,1.173
Ankhd1,1.173
Hsph1,1.173
Otulinl,1.173
Ptprn2,1.173
Slmap,1.173
Dynlrb1,1.172
Mterf1a,1.172
Gnptg,1.171
Rnf208,1.171
Krt222,1.17
Trip11,1.169
Cdyl2,1.168
Lsr,1.168
Psmb1,1.168
Ascc1,1.167
Elovl1,1.167
Gfpt2,1.166
Cd302,1.165
Nudt19,1.165
Psma4,1.165
Slc25a45,1.165
Xkr9,1.165
Efcab6,1.164
H2-DMb2,1.164
Fam131a,1.163
Htatip2,1.163
Pdlim5,1.163
Tm4sf4,1.163
Mlxip,1.16
Serpind1,1.16
Bst2,1.159
Gprc5d,1.159
Psd2,1.159
Mbtps2,1.158
Prpf4b,1.157
Gpbp1,1.156
Ccdc142,1.155
Ephx4,1.155
Zfp810,1.155
Arl6,1.154
Cops7b,1.154
Ikbkb,1.153
P2rx1,1.153
Usp35,1.152
Bex2,1.151
Gpr3,1.151
Ggnbp1,1.15
Gcnt1,1.149
Nxnl1,1.149
Prss50,1.149
Rab24,1.149
9130401M01Rik,1.148
Mrpl51,1.148
Atp2c1,1.147
Kdr,1.147
Neurod2,1.147
Ttf2,1.147
Czib,1.146
Vangl2,1.145
Adamts8,1.144
Bola1,1.144
Efcab2,1.144
Mrpl45,1.144
Pnldc1,1.144
Mak,1.143
Stx16,1.143
Zfp579,1.143
Mrps18a,1.141
Zkscan16,1.141
Denr,1.14
Nfu1,1.14
Ppp2r2c,1.14
Pttg1ip2,1.14
Aacs,1.139
Ucn,1.139
Nadk,1.138
Zswim5,1.138
Cacfd1,1.137
Camk2n2,1.137
Nrde2,1.136
Znrf1,1.136
Srpk2,1.135
Clhc1,1.134
Dpm1,1.134
Hmga1b,1.134
Galc,1.132
Slc16a8,1.132
Dvl3,1.131
Mcts2,1.131
Tango6,1.131
Apof,1.13
Zfp366,1.13
Gsto1,1.128
Nckap1,1.127
H2-Bl,1.126
Msrb1,1.126
Abcf3,1.124
Satb1,1.124
Zfp952,1.124
Cmpk1,1.123
Gm11213,1.122
Ap4b1,1.121
Skap2,1.121
Taf1c,1.121
Cyren,1.12
Foxl1,1.118
Slc13a1,1.118
A630001G21Rik,1.117
Ltk,1.117
Mroh2b,1.117
Fam136a,1.114
Ankrd55,1.113
Kif16b,1.113
Stk11,1.113
Armc5,1.112
Iho1,1.112
Nr2c1,1.111
Smarcc2,1.111
Polrmt,1.11
Psma2,1.11
Sowaha,1.11
Abtb2,1.108
Fam110d,1.108
Gdf7,1.108
Mfsd13a,1.108
Elovl7,1.107
H2-Q7,1.107
Kcnip4,1.107
Mctp2,1.107
Slc9a3r2,1.107
Nbdy,1.106
Zswim7,1.105
Pank4,1.104
Pgpep1l,1.104
Immp1l,1.102
Gm17374,1.101
Hao1,1.1
Mppe1,1.1
Herc6,1.099
Tmem59,1.098
Tmtc3,1.098
Nipal2,1.096
Rorb,1.096
Fign,1.095
Chpf,1.094
Cnot8,1.094
Kif13a,1.094
Rbis,1.094
Rpap2,1.094
Uvssa,1.094
Nkpd1,1.093
Ranbp3,1.093
B3gnt3,1.092
Fam3c,1.091
S100a8,1.091
Slc13a3,1.091
Tmem237,1.091
Cox6b2,1.09
Itga4,1.09
Phka2,1.09
Esrrb,1.089
Map9,1.089
Zfp335,1.089
Abcb1a,1.088
Olfr764-ps1,1.088
Dcdc2c,1.087
Dpy19l3,1.087
Ankrd40cl,1.085
Matr3,1.085
Gm5431,1.084
Sec22b,1.084
Slk,1.084
Speer4f2,1.083
Gm11639,1.081
Sycp1,1.081
Tagln3,1.081
9430038I01Rik,1.08
Cfap74,1.08
Tsacc,1.08
Dcp1b,1.079
Aspdh,1.078
Camkmt,1.078
Glyctk,1.078
Stub1,1.078
Gm14569,1.077
Sde2,1.077
Gm49395,1.076
Ass1,1.075
Erich5,1.075
Exoc5,1.074
Ndufa13,1.074
Psmb6,1.073
Ssr4,1.071
Ethe1,1.07
Pigc,1.07
Rnf112,1.07
Serpina3c,1.07
Card11,1.069
4930562C15Rik,1.068
Klhl24,1.067
Tex2,1.067
Actr10,1.066
Adgrl1,1.066
Ncoa6,1.066
Wnt5b,1.066
Dmac1,1.065
Ino80d,1.065
Ptpro,1.064
Ccdc158,1.063
Nos3,1.063
Gm21761,1.062
Nif3l1,1.062
Skint5,1.062
Syap1,1.062
Dnah14,1.061
Rhox5,1.061
Gm10271,1.06
Pga5,1.06
Cxxc5,1.059
Mterf3,1.059
Nedd4,1.058
Rsf1,1.058
Acad8,1.057
Myo5b,1.057
Nalcn,1.057
Mid1,1.056
Ccdc25,1.055
Gm45871,1.055
Mtx1,1.055
Tha1,1.055
Angptl1,1.054
Gm20604,1.054
Tcte2,1.054
Brms1l,1.053
Mnat1,1.053
Ccdc183,1.052
Mfsd2b,1.052
Zfp518b,1.052
Armc1,1.05
Odad4,1.05
Vangl1,1.05
Chic2,1.049
Ccdc12,1.048
Mal2,1.048
Otop1,1.048
Cela1,1.047
Pnma8a,1.047
Tsr3,1.046
Fis1,1.045
Pcbd1,1.045
4931428L18Rik,1.044
Chid1,1.044
Clec2e,1.044
Gm2042,1.044
Clgn,1.043
Gnl2,1.043
Pp2d1,1.043
Stpg3,1.043
Eif2b1,1.041
Elobl,1.04
Zfp750,1.04
Arid3c,1.039
Nat1,1.039
Fam221b,1.038
Mfsd5,1.038
Gm28557,1.037
Gpalpp1,1.036
Zfp932,1.036
Bpifb1,1.034
Cidea,1.034
Fam186a,1.034
Lgals1,1.034
Itgae,1.033
Sdhaf1,1.033
Slc13a5,1.033
Slc9a1,1.033
Ttc30b,1.033
Zbtb20,1.033
Borcs7,1.032
Lcmt2,1.032
Oga,1.032
H1f0,1.03
Cep126,1.029
Dcst1,1.029
Cdk7,1.027
Zc3h15,1.027
Dtx3,1.026
Gm14139,1.025
1700013H16Rik,1.024
Atg10,1.024
Barhl2,1.024
Txlng,1.024
Gm5941,1.023
Tgm4,1.023
Atp5l,1.022
Casp3,1.022
Etl4,1.022
Ramp3,1.022
C3ar1,1.021
Car5b,1.021
Man2a2,1.021
Otos,1.021
Orai2,1.02
Adra2c,1.018
Dsg3,1.018
Abcc1,1.017
Pggt1b,1.017
Ang2,1.015
Tyro3,1.015
Tubgcp5,1.014
Zfp11,1.014
Cdkl5,1.013
Cideb,1.013
Rnf19b,1.013
Ppp6r3,1.012
Rab11a,1.012
0610012G03Rik,1.011
4930590J08Rik,1.011
Alg3,1.01
Dlg4,1.01
Hcfc1,1.01
Fbxw10,1.009
Fyb,1.009
Lax1,1.009
Prr33,1.009
Zfp449,1.009
Vwa7,1.008
P2ry14,1.007
Apcdd1,1.005
Aspg,1.005
Il2rg,1.005
Rxfp2,1.005
Slc5a4b,1.005
Tmem45a2,1.005
Agfg1,1.004
Atl2,1.003
Lilrb4b,1.003
Vwf,1.003
Blzf1,1.002
Supt6,1.002
Toe1,1.002
Spcs2,1.001
Ube3b,1.001
D6Ertd527e,1
Grm2,1
Cdh3,0.999
Paqr6,0.999
St7,0.999
4933434E20Rik,0.998
Psmc1,0.998
Tmem200b,0.998
Trim41,0.998
Ung,0.998
Xntrpc,0.998
Gpr37,0.997
Mysm1,0.996
Krt33b,0.995
Nedd8,0.995
Plcxd2,0.995
Crispld1,0.994
Rnpc3,0.994
Fank1,0.993
Garem1,0.993
Il5,0.993
Thrb,0.993
Top3b,0.992
Unc13b,0.992
Mospd2,0.991
Zbtb3,0.991
Atp5mpl,0.99
Hes3,0.986
Ankef1,0.985
Dgcr6,0.985
Sln,0.985
Washc3,0.985
Shc3,0.984
Ubap2,0.984
Atp5o,0.982
Gm5141,0.982
Olfr1392,0.981
Ppara,0.981
1110059G10Rik,0.98
Prkar1a,0.98
Srrm1,0.98
Tprn,0.98
Mtres1,0.979
Npl,0.979
Sarm1,0.979
Gck,0.978
Txnl4b,0.978
Akap3,0.977
Pin1,0.977
Cfap418,0.976
Ggh,0.976
Itgad,0.976
Sfr1,0.976
Tmem240,0.976
Gal3st2b,0.975
Pan2,0.975
Ptpn11,0.975
Tmem144,0.975
Tuft1,0.975
Ppp1r3b,0.974
Abcd3,0.973
Slc16a6,0.973
Zfp683,0.973
Ralgapb,0.972
Cstf2t,0.971
Itih1,0.971
Kdm2b,0.971
Ptpn2,0.971
Stard8,0.971
Zfp474,0.971
Socs4,0.97
Arxes2,0.969
Tnpo3,0.968
Cdc123,0.967
Nr1d1,0.966
Acp6,0.965
Tprgl,0.965
Card9,0.963
Vps37b,0.963
Slc10a5,0.962
Med21,0.961
Pwwp3b,0.961
Alx4,0.959
Ccnt2,0.959
Il36g,0.958
Ndufa6,0.957
Otud6b,0.957
Timm17b,0.957
Hpcal4,0.956
Sds,0.956
Rrp12,0.955
Paf1,0.954
Cfap161,0.953
Slc39a5,0.953
Fam83g,0.952
Pum1,0.952
Vil1,0.952
Frk,0.951
Mall,0.951
Per3,0.951
Tfb1m,0.951
Manea,0.95
Rspo3,0.95
Ccdc63,0.949
Golm2,0.949
Psmd10,0.949
Dnajc22,0.948
Angptl7,0.947
Golga7b,0.947
Zfp974,0.947
Glrp1,0.946
Mrgpre,0.946
Flcn,0.945
Rundc3b,0.945
Thoc7,0.945
Ubr1,0.945
Zfp598,0.945
Ercc5,0.944
Gna12,0.944
Cyp4f39,0.943
Gstm2,0.943
Gprc5c,0.942
Cyp27b1,0.941
Mtus2,0.941
Scn1b,0.941
Mapkbp1,0.94
Thbs2,0.94
Ano7,0.939
Gm10643,0.939
Il18bp,0.939
Usp47,0.939
Zfp985,0.939
Kcna3,0.938
Ndufa2,0.938
Sos1,0.938
Eya3,0.937
Tlk2,0.937
Coq6,0.936
Ganab,0.936
Ost4,0.936
Gm20695,0.935
4933411K16Rik,0.934
Hormad2,0.934
Vmn1r44,0.934
Cyth4,0.933
Tacc2,0.933
Krt87,0.932
Atp5d,0.931
Sh3bp5,0.931
Dixdc1,0.93
Hspb9,0.93
Brsk1,0.929
Dll4,0.929
Primpol,0.929
Prickle3,0.928
H3c13,0.927
Pth2r,0.927
Dydc2,0.924
Gm37240,0.924
Gm49027,0.924
Moap1,0.924
Nat8f1,0.924
Pcdhac2,0.924
P2ry6,0.923
Slc27a5,0.923
Bmp8b,0.922
Pdxk,0.922
Slc25a24,0.922
Hikeshi,0.92
Marveld3,0.92
Pak2,0.92
Smim6,0.92
Gm19935,0.919
Icosl,0.919
4930556J24Rik,0.918
Alcam,0.918
Magea9,0.918
Slc44a1,0.918
Tceal1,0.918
Dcxr,0.916
Faap20,0.916
Dnah6,0.915
Epn3,0.914
Fbxo42,0.914
Mapk15,0.913
Nptn,0.913
Grik3,0.912
Smim38,0.912
Col2a1,0.911
BC049762,0.909
She,0.909
Flywch1,0.907
Prss3,0.907
Spint1,0.907
Tex45,0.907
Eif2ak3,0.906
Itpa,0.906
Lta,0.906
Mgarp,0.906
Mroh5,0.906
Scaper,0.906
Grhl2,0.905
Sgms1,0.905
Dnajc21,0.903
Shd,0.901
H1f6,0.9
Mpo,0.899
Nlrp10,0.899
Lsp1,0.898
Olfr461,0.898
Oas1a,0.897
Tomt,0.897
Ubqln1,0.897
Borcs6,0.895
Hacd2,0.895
Hapln1,0.895
Cyhr1,0.894
Pdhx,0.894
Trim36,0.894
Atp23,0.893
Cnga4,0.893
Gtf2e2,0.893
Ube2j1,0.893
Glmn,0.892
Serpina12,0.892
Usp31,0.892
Zfp830,0.892
1700067K01Rik,0.891
Amhr2,0.891
Bach1,0.891
Eif4a3l1,0.891
Ifit3,0.891
Iqank1,0.891
Tnfsf12,0.891
Birc6,0.89
Ncmap,0.89
B3gnt6,0.889
Mccc2,0.889
Tsfm,0.888
Il1b,0.887
Extl3,0.886
Ggt5,0.885
Sfn,0.885
Acadl,0.884
Atp6v1g2,0.883
Dnase1,0.882
Fsbp,0.882
Fktn,0.881
Zfp995,0.881
Thrsp,0.88
C2cd4a,0.879
Ppp1r10,0.879
Vps36,0.879
Fam166a,0.878
Ppp1r11,0.878
Rasal3,0.878
Wdr25,0.878
Sim2,0.877
Mtcp1,0.876
Musk,0.876
Ankzf1,0.875
Klhl36,0.875
Zfp457,0.875
Fyb2,0.873
Scd3,0.873
Umad1,0.873
Bad,0.872
Tmem196,0.872
Dct,0.871
Psmb2,0.871
Zfp429,0.87
Ank3,0.869
Mrps18c,0.869
Shcbp1l,0.869
Amer1,0.868
Apol8,0.868
Kif3a,0.867
Nhlrc1,0.867
Odf3,0.867
Tlr1,0.867
Tapt1,0.866
Vps13c,0.866
Elac2,0.865
Krt36,0.865
Nsun5,0.864
Parp16,0.864
Slc3a1,0.864
Inpp5k,0.863
Zbtb32,0.863
Gm15433,0.862
Gpr19,0.862
Gfap,0.861
Pstk,0.861
Vnn1,0.861
Gigyf1,0.86
Gm21954,0.86
Nphp1,0.86
Vps13b,0.86
Oxr1,0.859
Ttbk2,0.859
Fem1al,0.858
Chst13,0.857
Efcab5,0.855
Raly,0.855
Tubb6,0.855
Nrbf2,0.854
Them4,0.854
Tmem263,0.854
Erp44,0.853
Rab5if,0.853
Cd34,0.852
Mro,0.852
Rasal1,0.852
Trak2,0.851
Acadm,0.85
Ccl3,0.85
Coa4,0.85
Kbtbd13,0.85
Pclo,0.85
Suds3,0.85
Susd4,0.85
Ndufa8,0.849
Gatb,0.848
Apbb2,0.847
Upf1,0.847
Gm13547,0.846
Dld,0.845
Sft2d3,0.845
Stpg4,0.845
Mplkip,0.844
Tmem71,0.844
4930404N11Rik,0.843
Abhd12,0.843
Clca3a1,0.843
Cnih3,0.843
Fam151b,0.843
Pde1a,0.843
Pnma5,0.843
Scube3,0.843
Il22ra2,0.842
Zmynd10,0.842
Mindy4,0.841
Zc3hc1,0.841
Car15,0.84
Gpr151,0.84
Scrt1,0.84
Cpt1b,0.839
Cnot4,0.838
Rab29,0.838
Bmpr1a,0.837
Hsbp1,0.837
Masp2,0.837
Snx17,0.837
Gm42791,0.835
Npm2,0.835
Rab12,0.835
Skp1,0.835
Gjb4,0.834
Fsip1,0.833
Helb,0.833
Sult1a1,0.833
Eaf1,0.832
Wdr83,0.831
A630023A22Rik,0.83
Oog1,0.83
Tspan31,0.83
Wnt16,0.83
Gm14322,0.829
Unc93b1,0.829
Dglucy,0.827
Gm3604,0.827
Scimp,0.827
Ube2j2,0.827
Reps1,0.826
Zmat5,0.826
Ccz1,0.825
Klf10,0.825
Ncf2,0.825
Ptcd3,0.825
Dcun1d4,0.824
Slc11a2,0.824
Zfp217,0.823
Zscan4-ps1,0.822
Cdan1,0.82
Zdhhc23,0.819
Ngb,0.817
Cecr2,0.814
Areg,0.813
Zfp808,0.813
Adck2,0.812
Atox1,0.812
Gm38431,0.812
Krit1,0.812
Rev1,0.811
1600014C23Rik,0.81
Nxf1,0.809
Olfr1258,0.809
Trim13,0.809
Zxdb,0.808
Abhd10,0.807
Hif1an,0.807
Zdhhc4,0.807
Gm5426,0.806
Lrrc8e,0.806
Bex1,0.805
Ctla2a,0.805
Gcc2,0.805
Gnal,0.805
Prickle4,0.805
Bmp15,0.804
Ccdc127,0.804
Pla2g1b,0.804
Ccdc92b,0.803
Frat1,0.802
Med17,0.802
Timm22,0.802
Xk,0.802
Kndc1,0.8
Nme4,0.8
Gckr,0.799
Rgs10,0.799
Col9a3,0.798
Krtcap3,0.796
Kif19a,0.795
Ndufs8,0.794
Apoc4,0.793
Gng4,0.793
Ttll9,0.793
Pilra,0.792
Tmed6,0.792
Edaradd,0.791
Hspa1b,0.791
Rhbdf2,0.791
Rnf43,0.79
Clk2,0.789
Commd8,0.789
Dnali1,0.789
Map4k5,0.789
AW554918,0.788
Mfsd13b,0.788
Vmn2r13,0.787
Onecut1,0.786
Wdr93,0.786
Hoxc5,0.785
Olfr165,0.785
Mt4,0.784
Zfp97,0.784
Dctn5,0.783
Mrgpra6,0.783
Fzr1,0.782
Mrpl17,0.782
Poln,0.782
Lrrc41,0.781
Gpr155,0.78
Mtln,0.78
Sec63,0.78
Hdhd3,0.779
Itga5,0.779
Tmem102,0.779
Cplane2,0.778
Tcaf2,0.778
Lrp1b,0.777
Mtmr7,0.777
Orc5,0.777
Cyria,0.775
Nsfl1c,0.775
Sidt1,0.775
Erp29,0.774
mt-Atp8,0.774
Nutm1,0.774
Olfr877,0.774
1700013F07Rik,0.773
Fbxl12,0.773
Slc26a8,0.773
Zfyve9,0.773
Prkg1,0.772
Mrpl41,0.771
Dsg1c,0.77
Fam167b,0.77
Gpr25,0.77
Slc16a12,0.769
Slc35g2,0.769
Slco1a5,0.769
Tmem81,0.769
H2aw,0.768
Nt5c3b,0.768
Fndc7,0.767
Il21,0.767
Ift43,0.766
D430019H16Rik,0.765
Dmap1,0.765
Fan1,0.765
Tuba3a,0.765
Notch4,0.763
Oas2,0.762
Arntl2,0.761
Trim43a,0.761
Aurkc,0.76
Tsc22d2,0.76
Ffar4,0.759
Spg21,0.758
Sumo1,0.758
Syt7,0.758
Xlr4a,0.758
B3gat2,0.757
Ints3,0.757
Oxld1,0.757
Tgs1,0.757
Gtsf1,0.756
Cluap1,0.755
Fbxw7,0.754
Kcnh3,0.754
Lbr,0.754
Ostn,0.754
Adgrl4,0.753
Wdr64,0.751
Shf,0.75
Atp7b,0.749
Limk1,0.749
Madcam1,0.749
Sap130,0.749
Bmp3,0.747
Dcaf5,0.747
Szrd1,0.747
Efr3a,0.746
Tmem171,0.746
Tmprss6,0.745
Lrrc4b,0.744
Uts2,0.744
Ccdc150,0.743
Chil6,0.743
Inava,0.742
Rnasek,0.742
Apoa4,0.741
Gm12216,0.741
Lrp1,0.741
Tsks,0.741
Gm28372,0.74
Klf12,0.74
Scaf4,0.74
Slamf1,0.739
Atf7,0.738
Taf9,0.738
Actr3b,0.737
Eapp,0.737
Naa30,0.736
Crispld2,0.735
Thoc5,0.735
Slc24a1,0.734
Zfp59,0.734
Cd46,0.733
Tmem222,0.732
Prss16,0.731
Rbm28,0.731
Tbc1d21,0.731
5730409E04Rik,0.73
Cep85l,0.73
Pmm2,0.73
Zfp563,0.73
Foxn4,0.729
Ss18l2,0.729
Spag1,0.728
Abca2,0.727
Csrnp3,0.727
Gm17545,0.727
Timm13,0.727
Slc39a12,0.726
Tbata,0.726
Clcn6,0.725
Zfp644,0.724
Lnx1,0.723
Spcs1,0.723
Tmie,0.723
Arap3,0.722
Mfsd4b5,0.722
Pram1,0.722
Commd4,0.721
Emc6,0.721
Gm49380,0.72
Myo1g,0.72
3110021N24Rik,0.719
Mettl5,0.719
Zfp30,0.719
Srek1,0.718
Tsnax,0.718
Cd59b,0.716
Spata13,0.715
Hoxb3,0.714
Wdr33,0.714
Gpr88,0.712
Clock,0.711
Lrrcc1,0.711
Lysmd3,0.711
Sema4f,0.711
Cmc1,0.71
Tymp,0.71
Aip,0.709
Apoa5,0.709
Glb1l,0.709
Zc2hc1a,0.709
Asic4,0.708
Fam174c,0.708
H2bu2,0.708
Srsf5,0.707
Tyr,0.707
Cacna1a,0.706
Itgb1bp1,0.706
Abca13,0.705
Enah,0.705
Car5a,0.702
Gemin7,0.702
Gng7,0.702
Ofd1,0.702
1810024B03Rik,0.7
Ccdc167,0.7
E030018B13Rik,0.7
Klk4,0.7
Picalm,0.7
Dkkl1,0.699
Sestd1,0.699
Spa17,0.699
Tet2,0.699
Cd96,0.698
Pid1,0.698
Slc30a5,0.698
BC147527,0.697
D130040H23Rik,0.697
Ddi1,0.696
Speer4b,0.696
Thsd7b,0.696
5430403G16Rik,0.695
Ngly1,0.695
Olfr765,0.695
6430550D23Rik,0.694
Sdhaf2,0.693
Terb1,0.693
Trp73,0.693
Acy3,0.692
Anks6,0.692
Gm50253,0.692
Pld4,0.692
Cstf2,0.691
Enpp2,0.691
Mpz,0.691
Ndufaf8,0.691
Pramel16,0.691
Pelo,0.69
Erich2,0.689
Adar,0.688
Gm11099,0.688
Lefty2,0.688
Cfap97d2,0.687
Mefv,0.687
Ubash3a,0.687
Dpy30,0.686
Jak3,0.686
Tsc1,0.686
Zbtb37,0.686
Hkdc1,0.685
Kbtbd3,0.685
Mthfs,0.685
Olfr395,0.685
2410137M14Rik,0.684
Ddx55,0.684
Msc,0.684
Olfr1393,0.684
Rnf215,0.684
Slc17a8,0.684
Gm17622,0.683
Piwil2,0.683
Smg8,0.683
Tgfbr3l,0.682
Vps11,0.682
Arhgef9,0.681
Disp3,0.681
Dusp28,0.681
Lpxn,0.681
Slc6a16,0.681
Dnah12,0.68
Nlrp5,0.68
Lars2,0.679
Rsph14,0.679
Apol11b,0.678
Arx,0.678
Zfp980,0.678
Gpn3,0.677
Fgl1,0.676
Med16,0.676
Rfesd,0.676
Shb,0.676
Asmt,0.675
Dbil5,0.675
Klra1,0.675
Sdhaf3,0.675
Tceanc,0.675
Vmn2r10,0.675
Psmd13,0.673
Snx11,0.673
Triml1,0.672
Lrif1,0.671
Fam43b,0.67
Gtf3c3,0.67
Kcnj9,0.67
Kmt2a,0.67
Magi2,0.67
Ocm,0.67
Proc,0.67
Ube2k,0.67
Btg3,0.669
Tmem198,0.669
Vps18,0.669
Wars,0.669
Igsf5,0.668
Srprb,0.668
Gm17606,0.667
Ints9,0.667
Recql,0.667
Tmem126a,0.667
AF067061,0.666
Mfsd10,0.666
Nanp,0.666
Tmem92,0.666
Wdr38,0.666
Evpl,0.665
Gsta1,0.665
Sh3glb1,0.665
Adcy5,0.664
Lmx1b,0.664
Mag,0.664
4933405L10Rik,0.662
Fbxo47,0.661
Ttc36,0.661
Lrrc26,0.66
Ncor1,0.66
Ranbp2,0.66
Brinp2,0.659
Shbg,0.658
Tigit,0.658
Vmn1r4,0.658
Itch,0.657
mt-Atp6,0.657
Pdia5,0.657
Rad52,0.657
Rdh16,0.657
Soat2,0.657
Mrfap1,0.656
Ces1f,0.655
Ints6l,0.654
Polr2l,0.654
Vmn2r27,0.654
Xpc,0.654
Cd300c,0.653
Cpm,0.653
Crisp3,0.653
Fbxl6,0.653
Thoc2,0.653
Rpl36al,0.652
Snx16,0.652
Gimap9,0.65
Gm49396,0.65
Myoz2,0.65
Otub2,0.65
Slitrk6,0.65
Uqcc2,0.65
Fa2h,0.649
Lbhd2,0.649
Arhgap4,0.648
Cbln2,0.648
Hyls1,0.648
Sra1,0.648
Ccdc96,0.647
Prkab2,0.647
Syp,0.647
Idua,0.646
Odf3b,0.646
Olfr650-ps1,0.646
Rtl6,0.646
2300009A05Rik,0.645
Guca1b,0.645
Mrps11,0.645
Amph,0.644
Creg2,0.644
Saa2,0.644
Crb3,0.643
Ctsb,0.643
1190005I06Rik,0.642
Tasor,0.642
Trappc1,0.641
Hsd17b1,0.64
Lrrc43,0.64
Zfp69,0.64
Acot9,0.639
Arfgap1,0.639
Gm3646,0.639
Iba57,0.638
Tmco1,0.638
Akap8l,0.637
Dynlt3,0.636
Gm4981,0.636
Hsd17b10,0.636
Kdf1,0.636
4930579G24Rik,0.635
Chst3,0.635
Spp2,0.634
Aard,0.633
Foxl3,0.633
Gpr82,0.633
H2-T3,0.633
Il13,0.633
Nelfb,0.633
Neurod1,0.633
Perp,0.633
Plcxd3,0.633
Serpina5,0.633
Sost,0.633
Tcf21,0.633
Them5,0.633
Tubal3,0.633
Fam187a,0.632
Lst1,0.632
Srpk1,0.632
Rnf7l,0.631
Dbx2,0.63
Nectin1,0.63
Pla2g4f,0.63
Yif1a,0.63
Ndufaf7,0.629
Adgrf5,0.628
Polr2k,0.628
Rangrf,0.628
Unc50,0.627
Vmn2r29,0.627
Cfap97d1,0.626
H2bc3,0.626
Pdcd7,0.626
Pramel11,0.626
Prelid3a,0.626
Smg7,0.626
Pcnx3,0.625
Flrt1,0.624
Pet100,0.624
Fbp2,0.623
Zc3h8,0.622
Olfr769,0.621
Tmem82,0.62
Calcb,0.619
Ehmt1,0.619
Grcc10,0.619
Tvp23b,0.619
Galt,0.618
Krt33a,0.618
Birc3,0.617
Col4a4,0.617
Dhrs1,0.617
Gm14408,0.617
Gm5698,0.617
Gcat,0.617
Cd5,0.616
Snrnp25,0.616
Efcab9,0.615
Elob,0.615
Ube2e2,0.615
4930402F06Rik,0.613
Wdr24,0.613
Klrb1f,0.611
Naa38,0.611
9030025P20Rik,0.61
Odc1,0.61
Tmem18,0.61
Tshr,0.61
Atg2b,0.609
Cdc42bpb,0.609
Fip1l1,0.609
Gtf2b,0.609
Rhag,0.609
Tmem94,0.609
Itpr2,0.607
Zfp512b,0.607
Mroh4,0.606
Mrps15,0.606
Gm12689,0.605
Gm49405,0.605
Gm7271,0.605
Myoc,0.605
Ndufa4,0.605
Aif1,0.604
Hcst,0.604
Vmn2r83,0.604
Dcun1d3,0.603
H1f9,0.603
Armcx5,0.602
D3Ertd751e,0.602
Il7r,0.602
Spata4,0.602
Taf2,0.602
4930595M18Rik,0.601
Gm7298,0.601
Tmem184a,0.601
Vps4a,0.601
Amy1,0.6
Senp3,0.6
Gm11541,0.599
Myo9a,0.599
Ace2,0.597
Gpc2,0.597
Tmem221,0.597
Ccdc184,0.596
Chchd1,0.596
H2-DMb1,0.595
Psma3,0.595
Fastkd5,0.594
